,waldStat_1,df_1,pvalue_1,fdr_1,gene_id
Potri.019G052400,41.31848209,8,1.82E-06,1.58E-05,Potri.019G052400
Potri.001G250300,41.27155604,8,1.85E-06,1.61E-05,Potri.001G250300
Potri.007G085200,41.25475828,8,1.87E-06,1.62E-05,Potri.007G085200
Potri.014G005300,41.2509735,8,1.87E-06,1.63E-05,Potri.014G005300
Potri.005G171400,41.21505564,8,1.90E-06,1.65E-05,Potri.005G171400
Potri.009G141400,41.19420845,8,1.92E-06,1.66E-05,Potri.009G141400
Potri.003G045000,41.18904959,8,1.92E-06,1.67E-05,Potri.003G045000
Potri.003G105700,41.18716226,8,1.92E-06,1.67E-05,Potri.003G105700
Potri.009G016900,41.16542831,8,1.94E-06,1.68E-05,Potri.009G016900
Potri.011G064700,41.16146221,8,1.94E-06,1.69E-05,Potri.011G064700
Potri.004G142300,41.12894516,8,1.97E-06,1.71E-05,Potri.004G142300
Potri.017G079200,41.10555623,8,1.99E-06,1.73E-05,Potri.017G079200
Potri.012G096300,41.0880363,8,2.01E-06,1.74E-05,Potri.012G096300
Potri.002G169800,41.08567712,8,2.01E-06,1.74E-05,Potri.002G169800
Potri.001G379000,41.07823754,8,2.02E-06,1.74E-05,Potri.001G379000
Potri.001G329900,41.04153775,8,2.05E-06,1.77E-05,Potri.001G329900
Potri.015G033400,41.03841116,8,2.05E-06,1.77E-05,Potri.015G033400
Potri.001G239700,41.03624566,8,2.05E-06,1.78E-05,Potri.001G239700
Potri.011G125400,40.93707338,8,2.14E-06,1.85E-05,Potri.011G125400
Potri.002G099800,40.92412814,8,2.15E-06,1.86E-05,Potri.002G099800
Potri.005G117200,40.92219013,8,2.16E-06,1.86E-05,Potri.005G117200
Potri.009G093900,40.89599077,8,2.18E-06,1.88E-05,Potri.009G093900
Potri.010G045300,40.88853858,8,2.19E-06,1.89E-05,Potri.010G045300
Potri.007G060800,40.8737126,8,2.20E-06,1.90E-05,Potri.007G060800
Potri.019G102200,40.82773986,8,2.25E-06,1.94E-05,Potri.019G102200
Potri.010G231600,40.82732474,8,2.25E-06,1.94E-05,Potri.010G231600
Potri.010G026100,40.80886144,8,2.26E-06,1.95E-05,Potri.010G026100
Potri.001G190500,40.78601684,8,2.29E-06,1.97E-05,Potri.001G190500
Potri.003G140700,40.77697294,8,2.29E-06,1.98E-05,Potri.003G140700
Potri.002G051600,40.73379035,8,2.34E-06,2.01E-05,Potri.002G051600
Potri.004G176400,40.6936074,8,2.38E-06,2.05E-05,Potri.004G176400
Potri.015G011900,40.65544989,8,2.42E-06,2.08E-05,Potri.015G011900
Potri.006G169200,40.65454038,8,2.42E-06,2.08E-05,Potri.006G169200
Potri.001G164700,40.63964358,8,2.43E-06,2.10E-05,Potri.001G164700
Potri.002G052100,40.62645624,8,2.45E-06,2.11E-05,Potri.002G052100
Potri.005G035800,40.58470981,8,2.49E-06,2.14E-05,Potri.005G035800
Potri.008G084800,40.57734946,8,2.50E-06,2.15E-05,Potri.008G084800
Potri.002G045700,40.5503723,8,2.53E-06,2.17E-05,Potri.002G045700
Potri.002G032600,40.51918765,8,2.56E-06,2.20E-05,Potri.002G032600
Potri.018G121200,40.51524016,8,2.57E-06,2.21E-05,Potri.018G121200
Potri.008G091200,40.48444281,8,2.60E-06,2.23E-05,Potri.008G091200
Potri.018G073501,40.48152313,8,2.61E-06,2.24E-05,Potri.018G073501
Potri.017G037000,40.45910102,8,2.63E-06,2.26E-05,Potri.017G037000
Potri.019G059350,40.45909659,8,2.63E-06,2.26E-05,Potri.019G059350
Potri.006G077900,40.42603539,8,2.67E-06,2.29E-05,Potri.006G077900
Potri.001G359300,40.4229035,8,2.67E-06,2.29E-05,Potri.001G359300
Potri.009G091600,40.41210269,8,2.68E-06,2.30E-05,Potri.009G091600
Potri.002G026600,40.40500201,8,2.69E-06,2.31E-05,Potri.002G026600
Potri.008G138900,40.330744,8,2.78E-06,2.38E-05,Potri.008G138900
Potri.003G026500,40.31308187,8,2.80E-06,2.40E-05,Potri.003G026500
Potri.003G124200,40.30130955,8,2.82E-06,2.41E-05,Potri.003G124200
Potri.003G102400,40.27048578,8,2.85E-06,2.44E-05,Potri.003G102400
Potri.017G125200,40.26262578,8,2.86E-06,2.45E-05,Potri.017G125200
Potri.005G128800,40.23694827,8,2.89E-06,2.48E-05,Potri.005G128800
Potri.016G042100,40.2347188,8,2.90E-06,2.48E-05,Potri.016G042100
Potri.013G135500,40.22966375,8,2.90E-06,2.48E-05,Potri.013G135500
Potri.002G134300,40.22429195,8,2.91E-06,2.49E-05,Potri.002G134300
Potri.017G103101,40.20759316,8,2.93E-06,2.50E-05,Potri.017G103101
Potri.003G184100,40.20414128,8,2.94E-06,2.51E-05,Potri.003G184100
Potri.002G123300,40.19881862,8,2.94E-06,2.51E-05,Potri.002G123300
Potri.019G116300,40.15860657,8,2.99E-06,2.55E-05,Potri.019G116300
Potri.006G121500,40.14674917,8,3.01E-06,2.57E-05,Potri.006G121500
Potri.006G059200,40.14253718,8,3.01E-06,2.57E-05,Potri.006G059200
Potri.002G107700,40.13926605,8,3.02E-06,2.57E-05,Potri.002G107700
Potri.011G069200,40.13278941,8,3.03E-06,2.58E-05,Potri.011G069200
Potri.009G018600,40.06714811,8,3.11E-06,2.65E-05,Potri.009G018600
Potri.015G079600,40.06449692,8,3.12E-06,2.66E-05,Potri.015G079600
Potri.015G013300,40.06321156,8,3.12E-06,2.66E-05,Potri.015G013300
Potri.002G043100,40.06236473,8,3.12E-06,2.66E-05,Potri.002G043100
Potri.008G178400,40.01987731,8,3.18E-06,2.70E-05,Potri.008G178400
Potri.019G044400,40.01008883,8,3.19E-06,2.71E-05,Potri.019G044400
Potri.T002428,39.99951917,8,3.20E-06,2.73E-05,Potri.T002428
Potri.003G076600,39.96236595,8,3.26E-06,2.77E-05,Potri.003G076600
Potri.014G004100,39.9486767,8,3.28E-06,2.78E-05,Potri.014G004100
Potri.016G063500,39.90778374,8,3.33E-06,2.83E-05,Potri.016G063500
Potri.004G032700,39.90480779,8,3.34E-06,2.84E-05,Potri.004G032700
Potri.006G110100,39.90076872,8,3.34E-06,2.84E-05,Potri.006G110100
Potri.T012800,39.88447927,8,3.37E-06,2.86E-05,Potri.T012800
Potri.014G106000,39.8557425,8,3.41E-06,2.89E-05,Potri.014G106000
Potri.003G200200,39.84104514,8,3.43E-06,2.91E-05,Potri.003G200200
Potri.009G130200,39.84041596,8,3.43E-06,2.91E-05,Potri.009G130200
Potri.008G051700,39.83484635,8,3.44E-06,2.92E-05,Potri.008G051700
Potri.012G007500,39.82121544,8,3.46E-06,2.93E-05,Potri.012G007500
Potri.003G202100,39.82050054,8,3.46E-06,2.93E-05,Potri.003G202100
Potri.002G169100,39.81733374,8,3.46E-06,2.94E-05,Potri.002G169100
Potri.009G008400,39.81508318,8,3.47E-06,2.94E-05,Potri.009G008400
Potri.011G041500,39.8088898,8,3.48E-06,2.95E-05,Potri.011G041500
Potri.014G058300,39.78879459,8,3.51E-06,2.97E-05,Potri.014G058300
Potri.011G066400,39.78682793,8,3.51E-06,2.97E-05,Potri.011G066400
Potri.012G104300,39.78510981,8,3.51E-06,2.97E-05,Potri.012G104300
Potri.006G273300,39.77631674,8,3.53E-06,2.98E-05,Potri.006G273300
Potri.002G189400,39.77084014,8,3.53E-06,2.99E-05,Potri.002G189400
Potri.001G349600,39.75676781,8,3.56E-06,3.01E-05,Potri.001G349600
Potri.014G034400,39.75293705,8,3.56E-06,3.01E-05,Potri.014G034400
Potri.003G008500,39.75213149,8,3.56E-06,3.01E-05,Potri.003G008500
Potri.012G079700,39.7471209,8,3.57E-06,3.02E-05,Potri.012G079700
Potri.001G405500,39.74087954,8,3.58E-06,3.02E-05,Potri.001G405500
Potri.016G036200,39.73776746,8,3.58E-06,3.03E-05,Potri.016G036200
Potri.007G136800,39.68876584,8,3.66E-06,3.09E-05,Potri.007G136800
Potri.009G034800,39.6852453,8,3.67E-06,3.09E-05,Potri.009G034800
Potri.005G162400,39.66492129,8,3.70E-06,3.12E-05,Potri.005G162400
Potri.015G018600,39.61932315,8,3.77E-06,3.18E-05,Potri.015G018600
Potri.002G216600,39.61902619,8,3.77E-06,3.18E-05,Potri.002G216600
Potri.001G273000,39.59384665,8,3.81E-06,3.21E-05,Potri.001G273000
Potri.006G000700,39.59205541,8,3.82E-06,3.21E-05,Potri.006G000700
Potri.004G191300,39.57345584,8,3.85E-06,3.24E-05,Potri.004G191300
Potri.002G058500,39.51229134,8,3.95E-06,3.32E-05,Potri.002G058500
Potri.006G098700,39.49244964,8,3.98E-06,3.35E-05,Potri.006G098700
Potri.010G130400,39.44296747,8,4.07E-06,3.42E-05,Potri.010G130400
Potri.016G053400,39.41929747,8,4.11E-06,3.46E-05,Potri.016G053400
Potri.004G049400,39.39061596,8,4.16E-06,3.50E-05,Potri.004G049400
Potri.004G133600,39.32780197,8,4.27E-06,3.59E-05,Potri.004G133600
Potri.008G029500,39.29473053,8,4.33E-06,3.64E-05,Potri.008G029500
Potri.017G040900,39.27894934,8,4.36E-06,3.67E-05,Potri.017G040900
Potri.018G150100,39.27469786,8,4.37E-06,3.67E-05,Potri.018G150100
Potri.011G007600,39.26612805,8,4.39E-06,3.68E-05,Potri.011G007600
Potri.008G009400,39.26292875,8,4.39E-06,3.69E-05,Potri.008G009400
Potri.015G106532,39.24082641,8,4.43E-06,3.72E-05,Potri.015G106532
Potri.002G129800,39.23695817,8,4.44E-06,3.73E-05,Potri.002G129800
Potri.005G001800,39.2346149,8,4.45E-06,3.73E-05,Potri.005G001800
Potri.008G116900,39.23405133,8,4.45E-06,3.73E-05,Potri.008G116900
Potri.007G061400,39.18922635,8,4.53E-06,3.80E-05,Potri.007G061400
Potri.002G222700,39.18621222,8,4.54E-06,3.80E-05,Potri.002G222700
Potri.014G104800,39.13712259,8,4.64E-06,3.88E-05,Potri.014G104800
Potri.005G144400,39.11810244,8,4.67E-06,3.91E-05,Potri.005G144400
Potri.018G090700,39.11690987,8,4.68E-06,3.91E-05,Potri.018G090700
Potri.010G065800,39.10601959,8,4.70E-06,3.93E-05,Potri.010G065800
Potri.007G096400,39.10059891,8,4.71E-06,3.94E-05,Potri.007G096400
Potri.008G165400,39.09193413,8,4.73E-06,3.95E-05,Potri.008G165400
Potri.004G036900,39.08873418,8,4.73E-06,3.96E-05,Potri.004G036900
Potri.011G107800,39.08853544,8,4.73E-06,3.96E-05,Potri.011G107800
Potri.005G140200,39.08129177,8,4.75E-06,3.97E-05,Potri.005G140200
Potri.004G073600,39.0641821,8,4.78E-06,4.00E-05,Potri.004G073600
Potri.012G142800,39.04561389,8,4.82E-06,4.03E-05,Potri.012G142800
Potri.010G098400,39.03251482,8,4.85E-06,4.05E-05,Potri.010G098400
Potri.016G052901,39.00389452,8,4.91E-06,4.10E-05,Potri.016G052901
Potri.004G084000,38.99129511,8,4.93E-06,4.12E-05,Potri.004G084000
Potri.011G108000,38.98724838,8,4.94E-06,4.12E-05,Potri.011G108000
Potri.003G096700,38.98575452,8,4.95E-06,4.12E-05,Potri.003G096700
Potri.009G037900,38.95765149,8,5.01E-06,4.17E-05,Potri.009G037900
Potri.008G024601,38.94215311,8,5.04E-06,4.20E-05,Potri.008G024601
Potri.009G160600,38.93811774,8,5.05E-06,4.21E-05,Potri.009G160600
Potri.007G098900,38.91954006,8,5.09E-06,4.24E-05,Potri.007G098900
Potri.003G221800,38.87585307,8,5.18E-06,4.32E-05,Potri.003G221800
Potri.003G177600,38.87579097,8,5.18E-06,4.32E-05,Potri.003G177600
Potri.013G115300,38.86345074,8,5.21E-06,4.34E-05,Potri.013G115300
Potri.019G093400,38.85057673,8,5.24E-06,4.36E-05,Potri.019G093400
Potri.006G110200,38.84376279,8,5.25E-06,4.37E-05,Potri.006G110200
Potri.011G062200,38.84165873,8,5.26E-06,4.37E-05,Potri.011G062200
Potri.013G028200,38.82134887,8,5.31E-06,4.41E-05,Potri.013G028200
Potri.005G206400,38.81779878,8,5.31E-06,4.42E-05,Potri.005G206400
Potri.003G119700,38.81110577,8,5.33E-06,4.43E-05,Potri.003G119700
Potri.006G127400,38.79211199,8,5.37E-06,4.46E-05,Potri.006G127400
Potri.018G132400,38.77874771,8,5.40E-06,4.49E-05,Potri.018G132400
Potri.011G116700,38.77596027,8,5.41E-06,4.49E-05,Potri.011G116700
Potri.004G028900,38.77524071,8,5.41E-06,4.49E-05,Potri.004G028900
Potri.010G001700,38.77513346,8,5.41E-06,4.49E-05,Potri.010G001700
Potri.001G245700,38.76655987,8,5.43E-06,4.50E-05,Potri.001G245700
Potri.001G410300,38.75942885,8,5.45E-06,4.52E-05,Potri.001G410300
Potri.006G259400,38.75058901,8,5.47E-06,4.53E-05,Potri.006G259400
Potri.018G104500,38.74224725,8,5.49E-06,4.55E-05,Potri.018G104500
Potri.008G039600,38.68295445,8,5.63E-06,4.66E-05,Potri.008G039600
Potri.018G079200,38.67544306,8,5.65E-06,4.68E-05,Potri.018G079200
Potri.001G307400,38.65067556,8,5.71E-06,4.72E-05,Potri.001G307400
Potri.002G077400,38.63249608,8,5.75E-06,4.76E-05,Potri.002G077400
Potri.011G112300,38.57516916,8,5.89E-06,4.88E-05,Potri.011G112300
Potri.007G014200,38.54264446,8,5.97E-06,4.94E-05,Potri.007G014200
Potri.018G110525,38.47675382,8,6.15E-06,5.08E-05,Potri.018G110525
Potri.008G128400,38.46810816,8,6.17E-06,5.10E-05,Potri.008G128400
Potri.006G052800,38.45071257,8,6.21E-06,5.14E-05,Potri.006G052800
Potri.011G041400,38.44171113,8,6.24E-06,5.15E-05,Potri.011G041400
Potri.004G026200,38.42193503,8,6.29E-06,5.20E-05,Potri.004G026200
Potri.011G136900,38.41791363,8,6.30E-06,5.20E-05,Potri.011G136900
Potri.013G087100,38.40955886,8,6.32E-06,5.22E-05,Potri.013G087100
Potri.005G004500,38.3928876,8,6.37E-06,5.26E-05,Potri.005G004500
Potri.013G005300,38.36313964,8,6.45E-06,5.32E-05,Potri.013G005300
Potri.011G125951,38.36095554,8,6.46E-06,5.32E-05,Potri.011G125951
Potri.016G058000,38.35781661,8,6.46E-06,5.33E-05,Potri.016G058000
Potri.001G401300,38.35098728,8,6.48E-06,5.34E-05,Potri.001G401300
Potri.012G054200,38.31550559,8,6.58E-06,5.42E-05,Potri.012G054200
Potri.001G208000,38.30637518,8,6.61E-06,5.44E-05,Potri.001G208000
Potri.009G117500,38.30150063,8,6.62E-06,5.45E-05,Potri.009G117500
Potri.013G004600,38.29715695,8,6.63E-06,5.46E-05,Potri.013G004600
Potri.004G081200,38.28883644,8,6.66E-06,5.48E-05,Potri.004G081200
Potri.001G304700,38.26677758,8,6.72E-06,5.53E-05,Potri.001G304700
Potri.005G174900,38.25424833,8,6.76E-06,5.56E-05,Potri.005G174900
Potri.007G099400,38.20132695,8,6.91E-06,5.68E-05,Potri.007G099400
Potri.010G093000,38.16478584,8,7.02E-06,5.77E-05,Potri.010G093000
Potri.002G004100,38.13996626,8,7.09E-06,5.83E-05,Potri.002G004100
Potri.008G106800,38.12970287,8,7.12E-06,5.85E-05,Potri.008G106800
Potri.009G105700,38.11892958,8,7.16E-06,5.88E-05,Potri.009G105700
Potri.001G317400,38.10269514,8,7.21E-06,5.92E-05,Potri.001G317400
Potri.009G148300,38.10048979,8,7.21E-06,5.92E-05,Potri.009G148300
Potri.015G025700,38.08514518,8,7.26E-06,5.96E-05,Potri.015G025700
Potri.T124407,38.07938813,8,7.28E-06,5.97E-05,Potri.T124407
Potri.004G010900,38.06112543,8,7.34E-06,6.02E-05,Potri.004G010900
Potri.010G115000,38.05498243,8,7.35E-06,6.03E-05,Potri.010G115000
Potri.006G113900,38.01577099,8,7.48E-06,6.13E-05,Potri.006G113900
Potri.019G125400,37.98865126,8,7.56E-06,6.20E-05,Potri.019G125400
Potri.011G079600,37.98078206,8,7.59E-06,6.22E-05,Potri.011G079600
Potri.011G169100,37.96567161,8,7.64E-06,6.26E-05,Potri.011G169100
Potri.003G067900,37.95686658,8,7.67E-06,6.28E-05,Potri.003G067900
Potri.003G089300,37.95049845,8,7.69E-06,6.29E-05,Potri.003G089300
Potri.007G023600,37.94739678,8,7.70E-06,6.30E-05,Potri.007G023600
Potri.006G122100,37.93883207,8,7.73E-06,6.32E-05,Potri.006G122100
Potri.010G069600,37.93237532,8,7.75E-06,6.34E-05,Potri.010G069600
Potri.013G117900,37.91531038,8,7.80E-06,6.38E-05,Potri.013G117900
Potri.012G111500,37.87423088,8,7.94E-06,6.49E-05,Potri.012G111500
Potri.001G201600,37.85474442,8,8.01E-06,6.54E-05,Potri.001G201600
Potri.002G077100,37.85421127,8,8.01E-06,6.54E-05,Potri.002G077100
Potri.001G043000,37.85207327,8,8.02E-06,6.55E-05,Potri.001G043000
Potri.018G136900,37.83957372,8,8.06E-06,6.58E-05,Potri.018G136900
Potri.001G460400,37.82529821,8,8.11E-06,6.62E-05,Potri.001G460400
Potri.005G173300,37.82221136,8,8.12E-06,6.63E-05,Potri.005G173300
Potri.010G185800,37.79668727,8,8.21E-06,6.70E-05,Potri.010G185800
Potri.004G149100,37.77875258,8,8.27E-06,6.75E-05,Potri.004G149100
Potri.003G081400,37.74816682,8,8.38E-06,6.83E-05,Potri.003G081400
Potri.001G408500,37.72041231,8,8.48E-06,6.91E-05,Potri.001G408500
Potri.014G071400,37.68846324,8,8.59E-06,7.00E-05,Potri.014G071400
Potri.008G116000,37.65707596,8,8.71E-06,7.09E-05,Potri.008G116000
Potri.019G083800,37.65550386,8,8.72E-06,7.10E-05,Potri.019G083800
Potri.002G099500,37.64638573,8,8.75E-06,7.12E-05,Potri.002G099500
Potri.001G093900,37.63847855,8,8.78E-06,7.14E-05,Potri.001G093900
Potri.015G012000,37.57514824,8,9.02E-06,7.34E-05,Potri.015G012000
Potri.007G105600,37.56104603,8,9.07E-06,7.38E-05,Potri.007G105600
Potri.019G034900,37.55017685,8,9.11E-06,7.41E-05,Potri.019G034900
Potri.012G103300,37.53401765,8,9.18E-06,7.46E-05,Potri.012G103300
Potri.003G001000,37.51347438,8,9.26E-06,7.52E-05,Potri.003G001000
Potri.005G222000,37.4899768,8,9.35E-06,7.60E-05,Potri.005G222000
Potri.011G010300,37.48780141,8,9.36E-06,7.60E-05,Potri.011G010300
Potri.001G182300,37.48013184,8,9.39E-06,7.62E-05,Potri.001G182300
Potri.001G111300,37.47413441,8,9.41E-06,7.64E-05,Potri.001G111300
Potri.003G210100,37.45409047,8,9.49E-06,7.70E-05,Potri.003G210100
Potri.012G035700,37.44845323,8,9.52E-06,7.72E-05,Potri.012G035700
Potri.002G185900,37.4419137,8,9.54E-06,7.74E-05,Potri.002G185900
Potri.001G442800,37.44039578,8,9.55E-06,7.74E-05,Potri.001G442800
Potri.009G115500,37.43011474,8,9.59E-06,7.77E-05,Potri.009G115500
Potri.013G091200,37.4146358,8,9.65E-06,7.82E-05,Potri.013G091200
Potri.015G037600,37.39489966,8,9.74E-06,7.89E-05,Potri.015G037600
Potri.017G002950,37.39384926,8,9.74E-06,7.89E-05,Potri.017G002950
Potri.006G114900,37.39083496,8,9.75E-06,7.90E-05,Potri.006G114900
Potri.015G087700,37.33125453,8,1.00E-05,8.10E-05,Potri.015G087700
Potri.004G077800,37.32683108,8,1.00E-05,8.11E-05,Potri.004G077800
Potri.016G070800,37.31089153,8,1.01E-05,8.16E-05,Potri.016G070800
Potri.017G091800,37.30816427,8,1.01E-05,8.17E-05,Potri.017G091800
Potri.010G021400,37.29618276,8,1.02E-05,8.21E-05,Potri.010G021400
Potri.004G093250,37.27777616,8,1.02E-05,8.27E-05,Potri.004G093250
Potri.005G256700,37.2686066,8,1.03E-05,8.30E-05,Potri.005G256700
Potri.004G126600,37.24501969,8,1.04E-05,8.38E-05,Potri.004G126600
Potri.005G033700,37.24171957,8,1.04E-05,8.39E-05,Potri.005G033700
Potri.017G056800,37.22819215,8,1.04E-05,8.44E-05,Potri.017G056800
Potri.011G157000,37.22679644,8,1.05E-05,8.44E-05,Potri.011G157000
Potri.016G002400,37.20448965,8,1.06E-05,8.52E-05,Potri.016G002400
Potri.015G097700,37.13055693,8,1.09E-05,8.78E-05,Potri.015G097700
Potri.006G094900,37.11516415,8,1.10E-05,8.84E-05,Potri.006G094900
Potri.009G057100,37.1041219,8,1.10E-05,8.88E-05,Potri.009G057100
Potri.010G153400,37.08806035,8,1.11E-05,8.94E-05,Potri.010G153400
Potri.009G079500,37.07864009,8,1.11E-05,8.97E-05,Potri.009G079500
Potri.004G186900,37.0404827,8,1.13E-05,9.11E-05,Potri.004G186900
Potri.017G087900,37.0402352,8,1.13E-05,9.11E-05,Potri.017G087900
Potri.002G224300,37.00821291,8,1.15E-05,9.23E-05,Potri.002G224300
Potri.012G097100,37.00459404,8,1.15E-05,9.24E-05,Potri.012G097100
Potri.016G003400,37.00057271,8,1.15E-05,9.26E-05,Potri.016G003400
Potri.006G024100,36.92884883,8,1.19E-05,9.54E-05,Potri.006G024100
Potri.001G213000,36.90390082,8,1.20E-05,9.64E-05,Potri.001G213000
Potri.003G189200,36.84775685,8,1.23E-05,9.87E-05,Potri.003G189200
Potri.010G188500,36.83118875,8,1.24E-05,9.93E-05,Potri.010G188500
Potri.007G139200,36.81449167,8,1.24E-05,0.000100024,Potri.007G139200
Potri.009G030900,36.7677901,8,1.27E-05,0.000101991,Potri.009G030900
Potri.011G153800,36.76141549,8,1.27E-05,0.000102214,Potri.011G153800
Potri.005G000500,36.76129396,8,1.27E-05,0.000102214,Potri.005G000500
Potri.006G119200,36.76030517,8,1.27E-05,0.000102228,Potri.006G119200
Potri.013G108600,36.73921558,8,1.29E-05,0.000103115,Potri.013G108600
Potri.011G069500,36.68805184,8,1.31E-05,0.00010534,Potri.011G069500
Potri.006G157400,36.67921639,8,1.32E-05,0.000105705,Potri.006G157400
Potri.017G129000,36.67077376,8,1.32E-05,0.000106053,Potri.017G129000
Potri.001G293600,36.64589416,8,1.34E-05,0.000107144,Potri.001G293600
Potri.001G008500,36.63446936,8,1.34E-05,0.000107632,Potri.001G008500
Potri.008G059400,36.63155511,8,1.35E-05,0.000107734,Potri.008G059400
Potri.010G094200,36.62086227,8,1.35E-05,0.000108192,Potri.010G094200
Potri.002G152900,36.61861044,8,1.35E-05,0.000108264,Potri.002G152900
Potri.004G190400,36.6156864,8,1.35E-05,0.000108367,Potri.004G190400
Potri.002G214500,36.59029084,8,1.37E-05,0.000109506,Potri.002G214500
Potri.006G051900,36.57498258,8,1.38E-05,0.000110186,Potri.006G051900
Potri.003G095700,36.57107051,8,1.38E-05,0.000110337,Potri.003G095700
Potri.002G140100,36.55317174,8,1.39E-05,0.000111143,Potri.002G140100
Potri.014G109100,36.54247666,8,1.40E-05,0.000111615,Potri.014G109100
Potri.001G000700,36.53356552,8,1.40E-05,0.000112005,Potri.001G000700
Potri.015G124700,36.52711361,8,1.41E-05,0.000112279,Potri.015G124700
Potri.006G064300,36.50522526,8,1.42E-05,0.00011329,Potri.006G064300
Potri.001G148800,36.50379189,8,1.42E-05,0.000113327,Potri.001G148800
Potri.010G209300,36.48611656,8,1.43E-05,0.000114144,Potri.010G209300
Potri.014G128200,36.48001443,8,1.43E-05,0.000114406,Potri.014G128200
Potri.003G093700,36.47776003,8,1.44E-05,0.000114483,Potri.003G093700
Potri.005G238701,36.47295698,8,1.44E-05,0.000114683,Potri.005G238701
Potri.008G141000,36.4699123,8,1.44E-05,0.000114799,Potri.008G141000
Potri.018G127800,36.4652994,8,1.44E-05,0.00011499,Potri.018G127800
Potri.016G092700,36.46085956,8,1.45E-05,0.000115173,Potri.016G092700
Potri.015G008100,36.44859139,8,1.45E-05,0.000115739,Potri.015G008100
Potri.008G079400,36.43214488,8,1.46E-05,0.000116513,Potri.008G079400
Potri.001G049400,36.43021117,8,1.46E-05,0.000116576,Potri.001G049400
Potri.001G087800,36.415977,8,1.47E-05,0.000117246,Potri.001G087800
Potri.011G064500,36.41169859,8,1.48E-05,0.000117425,Potri.011G064500
Potri.005G158400,36.40669964,8,1.48E-05,0.00011764,Potri.005G158400
Potri.016G035600,36.40550234,8,1.48E-05,0.000117666,Potri.016G035600
Potri.019G098001,36.3986268,8,1.48E-05,0.000117975,Potri.019G098001
Potri.013G003500,36.37630446,8,1.50E-05,0.000119059,Potri.013G003500
Potri.018G057500,36.36296379,8,1.51E-05,0.000119698,Potri.018G057500
Potri.006G113600,36.34416119,8,1.52E-05,0.000120618,Potri.006G113600
Potri.007G043700,36.32025459,8,1.53E-05,0.000121808,Potri.007G043700
Potri.012G088000,36.31069831,8,1.54E-05,0.000122266,Potri.012G088000
Potri.001G439600,36.30874192,8,1.54E-05,0.000122332,Potri.001G439600
Potri.006G159200,36.30058528,8,1.55E-05,0.00012272,Potri.006G159200
Potri.002G154700,36.29474837,8,1.55E-05,0.000122988,Potri.002G154700
Potri.001G471200,36.29207763,8,1.55E-05,0.000123092,Potri.001G471200
Potri.009G047700,36.29071088,8,1.55E-05,0.000123129,Potri.009G047700
Potri.019G085100,36.27951319,8,1.56E-05,0.000123677,Potri.019G085100
Potri.010G098000,36.27742347,8,1.56E-05,0.000123752,Potri.010G098000
Potri.011G098800,36.25339262,8,1.58E-05,0.000124978,Potri.011G098800
Potri.017G090800,36.24692942,8,1.58E-05,0.000125285,Potri.017G090800
Potri.006G267600,36.22401773,8,1.60E-05,0.000126466,Potri.006G267600
Potri.001G268200,36.21677149,8,1.60E-05,0.000126818,Potri.001G268200
Potri.010G176000,36.18970287,8,1.62E-05,0.000128239,Potri.010G176000
Potri.003G146400,36.13705916,8,1.66E-05,0.000131082,Potri.003G146400
Potri.010G100400,36.13020583,8,1.66E-05,0.000131425,Potri.010G100400
Potri.014G179800,36.11907146,8,1.67E-05,0.000132006,Potri.014G179800
Potri.007G101600,36.11090077,8,1.68E-05,0.000132425,Potri.007G101600
Potri.010G242700,36.10205769,8,1.68E-05,0.000132883,Potri.010G242700
Potri.015G023300,36.09795806,8,1.68E-05,0.000133075,Potri.015G023300
Potri.014G142000,36.09060884,8,1.69E-05,0.000133451,Potri.014G142000
Potri.012G126100,36.0710769,8,1.70E-05,0.000134517,Potri.012G126100
Potri.001G178000,36.03347467,8,1.73E-05,0.000136629,Potri.001G178000
Potri.001G101400,36.01777663,8,1.74E-05,0.000137498,Potri.001G101400
Potri.003G046600,36.00873778,8,1.75E-05,0.000137984,Potri.003G046600
Potri.008G032500,35.99429529,8,1.76E-05,0.000138788,Potri.008G032500
Potri.005G083100,35.99067209,8,1.76E-05,0.000138961,Potri.005G083100
Potri.018G098400,35.9843948,8,1.77E-05,0.000139291,Potri.018G098400
Potri.002G081200,35.93710211,8,1.80E-05,0.000142055,Potri.002G081200
Potri.018G024700,35.93025324,8,1.81E-05,0.000142426,Potri.018G024700
Potri.017G110000,35.92372673,8,1.81E-05,0.000142778,Potri.017G110000
Potri.010G248401,35.91611657,8,1.82E-05,0.000143197,Potri.010G248401
Potri.016G068200,35.88248472,8,1.85E-05,0.0001452,Potri.016G068200
Potri.010G101500,35.86636779,8,1.86E-05,0.000146149,Potri.010G101500
Potri.008G075700,35.8547268,8,1.87E-05,0.000146826,Potri.008G075700
Potri.017G007200,35.84146998,8,1.88E-05,0.000147607,Potri.017G007200
Potri.018G110700,35.82969549,8,1.89E-05,0.0001483,Potri.018G110700
Potri.001G193000,35.82660563,8,1.89E-05,0.000148452,Potri.001G193000
Potri.010G150800,35.80501045,8,1.91E-05,0.000149766,Potri.010G150800
Potri.006G174801,35.80070021,8,1.91E-05,0.000149997,Potri.006G174801
Potri.005G210200,35.78896625,8,1.92E-05,0.000150698,Potri.005G210200
Potri.001G454101,35.75550874,8,1.95E-05,0.000152793,Potri.001G454101
