,waldStat_2,df_2,pvalue_2,fdr_2,gene_id
Potri.003G163300,123.859629,8,0,0,Potri.003G163300
Potri.009G118900,123.7242638,8,0,0,Potri.009G118900
Potri.018G052200,123.6694421,8,0,0,Potri.018G052200
Potri.009G111100,123.5319177,8,0,0,Potri.009G111100
Potri.017G138900,123.5275261,8,0,0,Potri.017G138900
Potri.006G237200,123.4728201,8,0,0,Potri.006G237200
Potri.019G035300,123.4664501,8,0,0,Potri.019G035300
Potri.002G208058,123.4572382,8,0,0,Potri.002G208058
Potri.006G015100,123.3796384,8,0,0,Potri.006G015100
Potri.008G043900,123.2793171,8,0,0,Potri.008G043900
Potri.018G078801,123.2786777,8,0,0,Potri.018G078801
Potri.007G131800,123.23606,8,0,0,Potri.007G131800
Potri.008G070950,123.1945733,8,0,0,Potri.008G070950
Potri.011G041500,123.0975752,8,0,0,Potri.011G041500
Potri.005G257000,123.0196886,8,0,0,Potri.005G257000
Potri.018G129500,122.7756764,8,0,0,Potri.018G129500
Potri.014G157600,122.7714296,8,0,0,Potri.014G157600
Potri.011G139700,122.6843745,8,0,0,Potri.011G139700
Potri.006G108400,122.4646592,8,0,0,Potri.006G108400
Potri.013G128300,122.3398487,8,0,0,Potri.013G128300
Potri.008G013200,122.2628209,8,0,0,Potri.008G013200
Potri.003G192400,122.2321136,8,0,0,Potri.003G192400
Potri.012G087400,122.1691939,8,0,0,Potri.012G087400
Potri.010G210200,122.017539,8,0,0,Potri.010G210200
Potri.011G123900,121.9943147,8,0,0,Potri.011G123900
Potri.019G065500,121.9413348,8,0,0,Potri.019G065500
Potri.001G262600,121.9206364,8,0,0,Potri.001G262600
Potri.019G001800,121.7415974,8,0,0,Potri.019G001800
Potri.013G086700,121.734381,8,0,0,Potri.013G086700
Potri.007G006000,121.7138612,8,0,0,Potri.007G006000
Potri.001G329700,121.6434373,8,0,0,Potri.001G329700
Potri.008G151000,121.6362959,8,0,0,Potri.008G151000
Potri.012G098400,121.6277985,8,0,0,Potri.012G098400
Potri.011G139500,121.5899823,8,0,0,Potri.011G139500
Potri.001G229300,121.5729924,8,0,0,Potri.001G229300
Potri.008G056000,121.5447822,8,0,0,Potri.008G056000
Potri.001G048700,121.429579,8,0,0,Potri.001G048700
Potri.001G066500,121.2372777,8,0,0,Potri.001G066500
Potri.008G198300,121.1933575,8,0,0,Potri.008G198300
Potri.010G122866,121.134487,8,0,0,Potri.010G122866
Potri.017G070500,121.0061751,8,0,0,Potri.017G070500
Potri.005G033500,120.9602819,8,0,0,Potri.005G033500
Potri.001G050400,120.911694,8,0,0,Potri.001G050400
Potri.019G025500,120.9000677,8,0,0,Potri.019G025500
Potri.014G085900,120.8988504,8,0,0,Potri.014G085900
Potri.001G206800,120.8685965,8,0,0,Potri.001G206800
Potri.010G126000,120.6700372,8,0,0,Potri.010G126000
Potri.012G071600,120.6300912,8,0,0,Potri.012G071600
Potri.006G264300,120.2155603,8,0,0,Potri.006G264300
Potri.002G242600,120.1859728,8,0,0,Potri.002G242600
Potri.001G215000,120.1106638,8,0,0,Potri.001G215000
Potri.001G259900,120.0003489,8,0,0,Potri.001G259900
Potri.001G273600,119.9869539,8,0,0,Potri.001G273600
Potri.008G186000,119.9210014,8,0,0,Potri.008G186000
Potri.001G003900,119.8619206,8,0,0,Potri.001G003900
Potri.010G206400,119.8207065,8,0,0,Potri.010G206400
Potri.006G047700,119.7730173,8,0,0,Potri.006G047700
Potri.005G166100,119.7677072,8,0,0,Potri.005G166100
Potri.012G111100,119.6660672,8,0,0,Potri.012G111100
Potri.017G026500,119.4617747,8,0,0,Potri.017G026500
Potri.001G341100,119.4126026,8,0,0,Potri.001G341100
Potri.009G064600,119.344545,8,0,0,Potri.009G064600
Potri.006G165300,119.2942617,8,0,0,Potri.006G165300
Potri.010G230600,119.2381191,8,0,0,Potri.010G230600
Potri.001G256000,119.1347459,8,0,0,Potri.001G256000
Potri.014G170500,119.0951753,8,0,0,Potri.014G170500
Potri.018G100232,119.0646194,8,0,0,Potri.018G100232
Potri.009G038300,119.0059313,8,0,0,Potri.009G038300
Potri.019G131400,118.9606633,8,0,0,Potri.019G131400
Potri.008G051900,118.9602055,8,0,0,Potri.008G051900
Potri.011G005900,118.8134013,8,0,0,Potri.011G005900
Potri.008G055100,118.708592,8,0,0,Potri.008G055100
Potri.008G110100,118.6965015,8,0,0,Potri.008G110100
Potri.006G019100,118.345067,8,0,0,Potri.006G019100
Potri.001G068300,118.3283973,8,0,0,Potri.001G068300
Potri.006G254200,118.324916,8,0,0,Potri.006G254200
Potri.007G039500,118.3140637,8,0,0,Potri.007G039500
Potri.005G241000,118.3012233,8,0,0,Potri.005G241000
Potri.018G139700,118.1652902,8,0,0,Potri.018G139700
Potri.002G242200,118.1473664,8,0,0,Potri.002G242200
Potri.005G111200,118.136333,8,0,0,Potri.005G111200
Potri.017G037900,118.0483979,8,0,0,Potri.017G037900
Potri.008G179700,118.0474655,8,0,0,Potri.008G179700
Potri.018G117981,118.020772,8,0,0,Potri.018G117981
Potri.006G131400,118.0054985,8,0,0,Potri.006G131400
Potri.001G186100,118.0018949,8,0,0,Potri.001G186100
Potri.006G072400,117.9845329,8,0,0,Potri.006G072400
Potri.006G074400,117.8972794,8,0,0,Potri.006G074400
Potri.007G140400,117.8326528,8,0,0,Potri.007G140400
Potri.016G051000,117.8048363,8,0,0,Potri.016G051000
Potri.009G113700,117.6686998,8,0,0,Potri.009G113700
Potri.001G471500,117.6594628,8,0,0,Potri.001G471500
Potri.002G176700,117.5972491,8,0,0,Potri.002G176700
Potri.002G241366,117.5020394,8,0,0,Potri.002G241366
Potri.001G065800,117.4519682,8,0,0,Potri.001G065800
Potri.001G449500,117.4207377,8,0,0,Potri.001G449500
Potri.002G113300,117.2869629,8,0,0,Potri.002G113300
Potri.015G099100,117.2015223,8,0,0,Potri.015G099100
Potri.015G121201,117.190009,8,0,0,Potri.015G121201
Potri.016G110100,117.1324073,8,0,0,Potri.016G110100
Potri.007G055500,117.1174426,8,0,0,Potri.007G055500
Potri.015G045800,117.0819616,8,0,0,Potri.015G045800
Potri.018G119200,117.0167215,8,0,0,Potri.018G119200
Potri.006G072300,116.8894573,8,0,0,Potri.006G072300
Potri.014G172200,116.887966,8,0,0,Potri.014G172200
Potri.008G004400,116.8831797,8,0,0,Potri.008G004400
Potri.010G160100,116.7170687,8,0,0,Potri.010G160100
Potri.007G024100,116.6384562,8,0,0,Potri.007G024100
Potri.008G061600,116.5392154,8,0,0,Potri.008G061600
Potri.017G130600,116.5236519,8,0,0,Potri.017G130600
Potri.006G025800,116.2517195,8,0,0,Potri.006G025800
Potri.006G002900,116.045224,8,0,0,Potri.006G002900
Potri.008G211500,116.0123056,8,0,0,Potri.008G211500
Potri.006G115000,116.0091812,8,0,0,Potri.006G115000
Potri.015G039800,115.9099363,8,0,0,Potri.015G039800
Potri.015G008100,115.4196158,8,0,0,Potri.015G008100
Potri.002G178700,115.3515742,8,0,0,Potri.002G178700
Potri.013G033900,115.349808,8,0,0,Potri.013G033900
Potri.006G133500,115.2943575,8,0,0,Potri.006G133500
Potri.003G074400,115.2571294,8,0,0,Potri.003G074400
Potri.012G115800,115.218307,8,0,0,Potri.012G115800
Potri.010G159800,115.2119997,8,0,0,Potri.010G159800
Potri.002G168200,115.1633593,8,0,0,Potri.002G168200
Potri.017G144541,114.9942439,8,0,0,Potri.017G144541
Potri.004G044800,114.8694593,8,0,0,Potri.004G044800
Potri.012G082400,114.8658063,8,0,0,Potri.012G082400
Potri.019G031000,114.8638761,8,0,0,Potri.019G031000
Potri.006G046000,114.8249044,8,0,0,Potri.006G046000
Potri.015G007300,114.7935285,8,0,0,Potri.015G007300
Potri.007G077400,114.7512254,8,0,0,Potri.007G077400
Potri.018G146100,114.7000712,8,0,0,Potri.018G146100
Potri.013G119400,114.6472518,8,0,0,Potri.013G119400
Potri.001G225600,114.5936774,8,0,0,Potri.001G225600
Potri.007G082400,114.5133027,8,0,0,Potri.007G082400
Potri.013G051400,114.4939756,8,0,0,Potri.013G051400
Potri.014G084600,114.4707617,8,0,0,Potri.014G084600
Potri.013G070200,114.4638594,8,0,0,Potri.013G070200
Potri.013G117100,114.408077,8,0,0,Potri.013G117100
Potri.018G142800,114.2837889,8,0,0,Potri.018G142800
Potri.007G096800,114.2226373,8,0,0,Potri.007G096800
Potri.015G138000,114.1556513,8,0,0,Potri.015G138000
Potri.006G220000,114.1183833,8,0,0,Potri.006G220000
Potri.002G154400,114.088786,8,0,0,Potri.002G154400
Potri.005G149500,114.0654891,8,0,0,Potri.005G149500
Potri.010G065500,113.9029408,8,0,0,Potri.010G065500
Potri.006G076900,113.8998536,8,0,0,Potri.006G076900
Potri.019G064000,113.8952453,8,0,0,Potri.019G064000
Potri.005G024250,113.8562827,8,0,0,Potri.005G024250
Potri.003G144900,113.7794537,8,0,0,Potri.003G144900
Potri.006G026700,113.7586933,8,0,0,Potri.006G026700
Potri.005G098900,113.7251864,8,0,0,Potri.005G098900
Potri.014G157500,113.5830535,8,0,0,Potri.014G157500
Potri.015G030400,113.5537395,8,0,0,Potri.015G030400
Potri.001G371800,113.5504168,8,0,0,Potri.001G371800
Potri.006G052700,113.5425268,8,0,0,Potri.006G052700
Potri.004G205200,113.5095297,8,0,0,Potri.004G205200
Potri.002G001100,113.480479,8,0,0,Potri.002G001100
Potri.014G155000,113.4691844,8,0,0,Potri.014G155000
Potri.009G073000,113.4518786,8,0,0,Potri.009G073000
Potri.014G140500,113.4442238,8,0,0,Potri.014G140500
Potri.005G164200,113.416516,8,0,0,Potri.005G164200
Potri.006G100300,113.3782257,8,0,0,Potri.006G100300
Potri.007G106100,113.2284547,8,0,0,Potri.007G106100
Potri.001G077040,113.1677559,8,0,0,Potri.001G077040
Potri.010G052200,113.1179907,8,0,0,Potri.010G052200
Potri.012G024300,113.0518345,8,0,0,Potri.012G024300
Potri.002G181300,113.0487188,8,0,0,Potri.002G181300
Potri.010G248900,112.9750463,8,0,0,Potri.010G248900
Potri.001G024200,112.9287264,8,0,0,Potri.001G024200
Potri.019G043400,112.8796806,8,0,0,Potri.019G043400
Potri.019G081000,112.6050353,8,0,0,Potri.019G081000
Potri.015G109100,112.5932993,8,0,0,Potri.015G109100
Potri.005G003400,112.4792195,8,0,0,Potri.005G003400
Potri.019G104500,112.4755085,8,0,0,Potri.019G104500
Potri.014G135520,112.432817,8,0,0,Potri.014G135520
Potri.003G193100,112.3625858,8,0,0,Potri.003G193100
Potri.006G274700,112.3389355,8,0,0,Potri.006G274700
Potri.006G254900,112.3036199,8,0,0,Potri.006G254900
Potri.006G083700,112.2461315,8,0,0,Potri.006G083700
Potri.009G064200,112.1865203,8,0,0,Potri.009G064200
Potri.005G027600,112.1590782,8,0,0,Potri.005G027600
Potri.014G172400,111.9402033,8,0,0,Potri.014G172400
Potri.009G006000,111.7859777,8,0,0,Potri.009G006000
Potri.010G041300,111.7453445,8,0,0,Potri.010G041300
Potri.015G055300,111.7021823,8,0,0,Potri.015G055300
Potri.011G015400,111.6384898,8,0,0,Potri.011G015400
Potri.005G042400,111.600734,8,0,0,Potri.005G042400
Potri.011G004700,111.5810826,8,0,0,Potri.011G004700
Potri.016G001800,111.5013365,8,0,0,Potri.016G001800
Potri.005G060800,111.4387895,8,0,0,Potri.005G060800
Potri.008G132400,111.3781547,8,0,0,Potri.008G132400
Potri.009G139400,111.2641522,8,0,0,Potri.009G139400
Potri.002G016700,111.178295,8,0,0,Potri.002G016700
Potri.018G121500,110.9763631,8,0,0,Potri.018G121500
Potri.001G309500,110.9436449,8,0,0,Potri.001G309500
Potri.018G036600,110.9098641,8,0,0,Potri.018G036600
Potri.004G183900,110.8814954,8,0,0,Potri.004G183900
Potri.006G075800,110.8196802,8,0,0,Potri.006G075800
Potri.006G165500,110.7699688,8,0,0,Potri.006G165500
Potri.015G005400,110.7133946,8,0,0,Potri.015G005400
Potri.004G059900,110.5192301,8,0,0,Potri.004G059900
Potri.006G059600,110.5138635,8,0,0,Potri.006G059600
Potri.011G002900,110.4171604,8,0,0,Potri.011G002900
Potri.001G394000,110.3771353,8,0,0,Potri.001G394000
Potri.004G031300,110.1708587,8,0,0,Potri.004G031300
Potri.005G005800,110.160269,8,0,0,Potri.005G005800
Potri.014G017200,110.1496897,8,0,0,Potri.014G017200
Potri.008G034800,110.0674043,8,0,0,Potri.008G034800
Potri.013G032200,110.0607445,8,0,0,Potri.013G032200
Potri.010G053100,110.0175875,8,0,0,Potri.010G053100
Potri.010G011800,109.9562869,8,0,0,Potri.010G011800
Potri.011G078200,109.9087175,8,0,0,Potri.011G078200
Potri.002G007400,109.8741378,8,0,0,Potri.002G007400
Potri.005G049500,109.83412,8,0,0,Potri.005G049500
Potri.002G101400,109.7303252,8,0,0,Potri.002G101400
Potri.006G168200,109.5893751,8,0,0,Potri.006G168200
Potri.011G022900,109.5753219,8,0,0,Potri.011G022900
Potri.010G162300,109.5423231,8,0,0,Potri.010G162300
Potri.005G173800,109.4523014,8,0,0,Potri.005G173800
Potri.016G004800,109.4100014,8,0,0,Potri.016G004800
Potri.019G055200,109.2554801,8,0,0,Potri.019G055200
Potri.010G054466,109.2483371,8,0,0,Potri.010G054466
Potri.004G108920,109.2161514,8,0,0,Potri.004G108920
Potri.011G049500,109.1750788,8,0,0,Potri.011G049500
Potri.009G106700,109.1382218,8,0,0,Potri.009G106700
Potri.013G134300,109.0943903,8,0,0,Potri.013G134300
Potri.004G197700,109.0617832,8,0,0,Potri.004G197700
Potri.007G100600,109.0367773,8,0,0,Potri.007G100600
Potri.005G204600,108.9308029,8,0,0,Potri.005G204600
Potri.001G288200,108.8359638,8,0,0,Potri.001G288200
Potri.010G082400,108.7449639,8,0,0,Potri.010G082400
Potri.015G129300,108.5636076,8,0,0,Potri.015G129300
Potri.002G014700,108.5259072,8,0,0,Potri.002G014700
Potri.006G156314,108.4267051,8,0,0,Potri.006G156314
Potri.007G020400,108.329344,8,0,0,Potri.007G020400
Potri.018G093000,108.2718577,8,0,0,Potri.018G093000
Potri.001G005400,108.2612465,8,0,0,Potri.001G005400
Potri.015G092900,108.2417097,8,0,0,Potri.015G092900
Potri.006G106900,108.2328192,8,0,0,Potri.006G106900
Potri.008G144900,108.1557069,8,0,0,Potri.008G144900
Potri.014G134400,108.1235425,8,0,0,Potri.014G134400
Potri.006G134300,108.0324229,8,0,0,Potri.006G134300
Potri.006G006000,107.908562,8,0,0,Potri.006G006000
Potri.019G122500,107.8152498,8,0,0,Potri.019G122500
Potri.017G017300,107.7724699,8,0,0,Potri.017G017300
Potri.004G201600,107.6801033,8,0,0,Potri.004G201600
Potri.002G160600,107.627504,8,0,0,Potri.002G160600
Potri.012G128600,107.5176173,8,0,0,Potri.012G128600
Potri.014G094800,107.3924139,8,0,0,Potri.014G094800
Potri.010G109600,107.3237996,8,0,0,Potri.010G109600
Potri.005G145100,107.3165577,8,0,0,Potri.005G145100
Potri.002G236300,107.2960279,8,0,0,Potri.002G236300
Potri.018G082600,107.1904933,8,0,0,Potri.018G082600
Potri.014G056800,107.0694685,8,0,0,Potri.014G056800
Potri.006G095400,107.0205927,8,0,0,Potri.006G095400
Potri.017G081600,106.9244661,8,0,0,Potri.017G081600
Potri.004G019700,106.865383,8,0,0,Potri.004G019700
Potri.002G059300,106.8546285,8,0,0,Potri.002G059300
Potri.003G204500,106.8394738,8,0,0,Potri.003G204500
Potri.012G105500,106.8255427,8,0,0,Potri.012G105500
Potri.015G073800,106.8180338,8,0,0,Potri.015G073800
Potri.003G006900,106.8024376,8,0,0,Potri.003G006900
Potri.005G077200,106.7253462,8,0,0,Potri.005G077200
Potri.011G095700,106.647452,8,0,0,Potri.011G095700
Potri.012G109200,106.5995948,8,0,0,Potri.012G109200
Potri.017G064500,106.5990233,8,0,0,Potri.017G064500
Potri.009G071400,106.580125,8,0,0,Potri.009G071400
Potri.006G137900,106.4676549,8,0,0,Potri.006G137900
Potri.012G113700,106.4551491,8,0,0,Potri.012G113700
Potri.008G135700,106.3859662,8,0,0,Potri.008G135700
Potri.014G100400,106.37117,8,0,0,Potri.014G100400
Potri.006G279000,106.357265,8,0,0,Potri.006G279000
Potri.004G029600,106.3141149,8,0,0,Potri.004G029600
Potri.001G382400,106.2982971,8,0,0,Potri.001G382400
Potri.009G146700,106.292762,8,0,0,Potri.009G146700
Potri.013G049300,106.2819774,8,0,0,Potri.013G049300
Potri.004G174400,106.2541744,8,0,0,Potri.004G174400
Potri.005G140700,106.2285909,8,0,0,Potri.005G140700
Potri.014G174700,106.1869523,8,0,0,Potri.014G174700
Potri.014G124200,106.1807883,8,0,0,Potri.014G124200
Potri.008G185300,106.1434653,8,0,0,Potri.008G185300
Potri.003G023800,106.132391,8,0,0,Potri.003G023800
Potri.015G033400,106.0626567,8,0,0,Potri.015G033400
Potri.014G029100,106.0283921,8,0,0,Potri.014G029100
Potri.018G101600,106.0211928,8,0,0,Potri.018G101600
Potri.002G034000,106.0045809,8,0,0,Potri.002G034000
Potri.006G107300,105.950195,8,0,0,Potri.006G107300
Potri.006G057200,105.9263529,8,0,0,Potri.006G057200
Potri.009G086800,105.9260083,8,0,0,Potri.009G086800
Potri.005G070100,105.8947856,8,0,0,Potri.005G070100
Potri.011G119800,105.8932654,8,0,0,Potri.011G119800
Potri.012G020500,105.8429155,8,0,0,Potri.012G020500
Potri.016G143700,105.6719541,8,0,0,Potri.016G143700
Potri.010G158500,105.6508436,8,0,0,Potri.010G158500
Potri.014G066200,105.6305793,8,0,0,Potri.014G066200
Potri.010G019150,105.528117,8,0,0,Potri.010G019150
Potri.T046100,105.489353,8,0,0,Potri.T046100
Potri.010G194100,105.4703221,8,0,0,Potri.010G194100
Potri.001G331200,105.1783109,8,0,0,Potri.001G331200
Potri.001G360500,105.1676694,8,0,0,Potri.001G360500
Potri.013G073900,105.0995497,8,0,0,Potri.013G073900
Potri.001G392801,105.0723069,8,0,0,Potri.001G392801
Potri.015G034800,105.0527719,8,0,0,Potri.015G034800
Potri.002G235400,105.0164709,8,0,0,Potri.002G235400
Potri.010G193500,104.8650088,8,0,0,Potri.010G193500
Potri.017G063900,104.8649998,8,0,0,Potri.017G063900
Potri.010G236500,104.8635554,8,0,0,Potri.010G236500
Potri.014G163400,104.8116989,8,0,0,Potri.014G163400
Potri.015G041400,104.8021926,8,0,0,Potri.015G041400
Potri.011G033000,104.7958026,8,0,0,Potri.011G033000
Potri.010G250800,104.750117,8,0,0,Potri.010G250800
Potri.005G238800,104.7068479,8,0,0,Potri.005G238800
Potri.006G218300,104.6731542,8,0,0,Potri.006G218300
Potri.001G131600,104.6648197,8,0,0,Potri.001G131600
Potri.007G142400,104.4896103,8,0,0,Potri.007G142400
Potri.008G128600,104.4387016,8,0,0,Potri.008G128600
Potri.010G029100,104.3592132,8,0,0,Potri.010G029100
Potri.004G223400,104.3478966,8,0,0,Potri.004G223400
Potri.012G066000,104.3128241,8,0,0,Potri.012G066000
Potri.004G151200,104.2346452,8,0,0,Potri.004G151200
Potri.012G114600,104.1942988,8,0,0,Potri.012G114600
Potri.005G096700,104.163931,8,0,0,Potri.005G096700
Potri.018G114500,104.1398972,8,0,0,Potri.018G114500
Potri.004G235000,104.1295159,8,0,0,Potri.004G235000
Potri.004G168500,103.9389649,8,0,0,Potri.004G168500
Potri.017G055800,103.8616759,8,0,0,Potri.017G055800
Potri.014G141400,103.8327157,8,0,0,Potri.014G141400
Potri.006G107900,103.7638316,8,0,0,Potri.006G107900
Potri.014G143400,103.7521245,8,0,0,Potri.014G143400
Potri.014G066600,103.731422,8,0,0,Potri.014G066600
Potri.015G062200,103.6659254,8,0,0,Potri.015G062200
Potri.017G141950,103.5562691,8,0,0,Potri.017G141950
Potri.003G132100,103.5361647,8,0,0,Potri.003G132100
Potri.006G066150,103.5344046,8,0,0,Potri.006G066150
Potri.006G048400,103.5334486,8,0,0,Potri.006G048400
Potri.003G115400,103.5253415,8,0,0,Potri.003G115400
Potri.014G069200,103.4812511,8,0,0,Potri.014G069200
Potri.001G260900,103.4479957,8,0,0,Potri.001G260900
Potri.016G047500,103.361459,8,0,0,Potri.016G047500
Potri.012G117600,103.3476989,8,0,0,Potri.012G117600
Potri.016G023800,103.164386,8,0,0,Potri.016G023800
Potri.003G223601,103.1396155,8,0,0,Potri.003G223601
Potri.005G003500,102.9304197,8,0,0,Potri.005G003500
Potri.002G114500,102.8269761,8,0,0,Potri.002G114500
Potri.012G007300,102.6706377,8,0,0,Potri.012G007300
Potri.017G144421,102.5996802,8,0,0,Potri.017G144421
Potri.017G055000,102.3894202,8,0,0,Potri.017G055000
Potri.016G118000,102.3693298,8,0,0,Potri.016G118000
Potri.018G092666,102.3312828,8,0,0,Potri.018G092666
Potri.012G051500,102.3145408,8,0,0,Potri.012G051500
Potri.012G031100,102.2527376,8,0,0,Potri.012G031100
Potri.007G022000,102.1995268,8,0,0,Potri.007G022000
Potri.002G028600,102.1992188,8,0,0,Potri.002G028600
Potri.001G449633,102.1518686,8,0,0,Potri.001G449633
Potri.016G051800,102.1061208,8,0,0,Potri.016G051800
Potri.001G140900,101.984236,8,0,0,Potri.001G140900
Potri.001G153000,101.9732561,8,0,0,Potri.001G153000
Potri.006G043400,101.9194502,8,0,0,Potri.006G043400
Potri.004G164400,101.7206401,8,0,0,Potri.004G164400
Potri.010G251500,101.6206507,8,0,0,Potri.010G251500
Potri.008G192100,101.6006602,8,0,0,Potri.008G192100
Potri.002G196300,101.598929,8,0,0,Potri.002G196300
Potri.006G108600,101.5934609,8,0,0,Potri.006G108600
Potri.001G238300,101.5036028,8,0,0,Potri.001G238300
Potri.001G377900,101.4731122,8,0,0,Potri.001G377900
Potri.001G024100,101.2485046,8,0,0,Potri.001G024100
Potri.013G025900,101.209373,8,0,0,Potri.013G025900
Potri.010G126800,101.1506812,8,0,0,Potri.010G126800
Potri.006G193800,101.0565457,8,0,0,Potri.006G193800
Potri.009G114300,101.0019652,8,0,0,Potri.009G114300
Potri.003G164000,100.9611833,8,0,0,Potri.003G164000
Potri.009G109400,100.8714147,8,0,0,Potri.009G109400
Potri.003G157100,100.8617602,8,0,0,Potri.003G157100
Potri.010G228500,100.6030044,8,0,0,Potri.010G228500
Potri.005G194500,100.5996055,8,0,0,Potri.005G194500
Potri.010G144900,100.5601789,8,0,0,Potri.010G144900
Potri.014G100200,100.4734897,8,0,0,Potri.014G100200
Potri.017G063800,100.4409301,8,0,0,Potri.017G063800
Potri.015G029500,100.3595714,8,0,0,Potri.015G029500
Potri.015G090100,100.2951519,8,0,0,Potri.015G090100
Potri.001G082000,100.2909315,8,0,0,Potri.001G082000
Potri.011G164900,100.2234773,8,0,0,Potri.011G164900
Potri.013G055000,100.2172887,8,0,0,Potri.013G055000
Potri.001G331700,100.1685765,8,0,0,Potri.001G331700
Potri.006G259700,100.1616321,8,0,0,Potri.006G259700
Potri.007G030900,100.0295055,8,0,0,Potri.007G030900
Potri.006G121400,100.0015981,8,0,0,Potri.006G121400
Potri.015G116700,99.94320637,8,0,0,Potri.015G116700
Potri.003G158000,99.8559402,8,0,0,Potri.003G158000
Potri.005G211200,99.79307415,8,0,0,Potri.005G211200
Potri.013G068200,99.67231686,8,0,0,Potri.013G068200
Potri.001G046600,99.56398495,8,0,0,Potri.001G046600
Potri.013G072200,99.47199636,8,0,0,Potri.013G072200
Potri.019G058700,99.45774623,8,0,0,Potri.019G058700
Potri.012G119200,99.39468652,8,0,0,Potri.012G119200
Potri.005G007300,99.31250548,8,0,0,Potri.005G007300
Potri.011G165700,99.27040699,8,0,0,Potri.011G165700
Potri.006G203000,99.12512513,8,0,0,Potri.006G203000
Potri.017G058400,99.09658223,8,0,0,Potri.017G058400
Potri.006G186600,99.06358582,8,0,0,Potri.006G186600
Potri.013G110800,99.05485423,8,0,0,Potri.013G110800
Potri.005G096800,99.04271179,8,0,0,Potri.005G096800
Potri.010G212300,98.96033639,8,0,0,Potri.010G212300
Potri.013G023400,98.88861136,8,0,0,Potri.013G023400
Potri.002G061900,98.79076913,8,0,0,Potri.002G061900
Potri.001G229100,98.77622074,8,0,0,Potri.001G229100
Potri.019G111700,98.74875739,8,0,0,Potri.019G111700
Potri.006G064800,98.64044854,8,0,0,Potri.006G064800
Potri.008G134600,98.59536721,8,0,0,Potri.008G134600
Potri.013G041400,98.55668898,8,0,0,Potri.013G041400
Potri.018G055300,98.51920856,8,0,0,Potri.018G055300
Potri.003G222600,98.45866396,8,0,0,Potri.003G222600
Potri.007G061500,98.3999145,8,0,0,Potri.007G061500
Potri.015G075400,98.39597518,8,0,0,Potri.015G075400
Potri.017G136000,98.22964954,8,0,0,Potri.017G136000
Potri.008G178600,98.20032465,8,0,0,Potri.008G178600
Potri.001G170500,98.14677776,8,0,0,Potri.001G170500
Potri.009G064500,97.98205594,8,0,0,Potri.009G064500
Potri.002G061650,97.96093937,8,0,0,Potri.002G061650
Potri.008G132900,97.76779201,8,0,0,Potri.008G132900
Potri.014G151400,97.73314622,8,0,0,Potri.014G151400
Potri.001G075300,97.72906605,8,0,0,Potri.001G075300
Potri.018G030200,97.67802687,8,0,0,Potri.018G030200
Potri.005G128900,97.62738112,8,0,0,Potri.005G128900
Potri.009G121100,97.58835294,8,0,0,Potri.009G121100
Potri.005G058501,97.55720654,8,0,0,Potri.005G058501
Potri.014G045300,97.49761495,8,0,0,Potri.014G045300
Potri.015G079000,97.49689954,8,0,0,Potri.015G079000
Potri.010G147301,97.44839282,8,0,0,Potri.010G147301
Potri.015G139500,97.42197869,8,0,0,Potri.015G139500
Potri.008G031700,97.36626516,8,0,0,Potri.008G031700
Potri.012G095200,97.29052831,8,0,0,Potri.012G095200
Potri.002G249000,97.28201236,8,0,0,Potri.002G249000
Potri.002G010100,97.27400427,8,0,0,Potri.002G010100
Potri.010G142001,97.22980516,8,0,0,Potri.010G142001
Potri.005G051600,97.08515086,8,0,0,Potri.005G051600
Potri.012G007445,97.0777428,8,0,0,Potri.012G007445
Potri.010G097900,96.91463795,8,0,0,Potri.010G097900
Potri.001G180600,96.87139227,8,0,0,Potri.001G180600
Potri.001G118500,96.70773903,8,0,0,Potri.001G118500
Potri.005G164500,96.67777994,8,0,0,Potri.005G164500
Potri.006G193700,96.67323842,8,0,0,Potri.006G193700
Potri.014G037600,96.64806502,8,0,0,Potri.014G037600
Potri.004G173900,96.64429425,8,0,0,Potri.004G173900
Potri.013G131900,96.60288003,8,0,0,Potri.013G131900
Potri.017G007200,96.58530038,8,0,0,Potri.017G007200
Potri.010G014700,96.51905466,8,0,0,Potri.010G014700
Potri.012G132500,96.51283165,8,0,0,Potri.012G132500
Potri.005G083300,96.42992392,8,0,0,Potri.005G083300
Potri.016G097100,96.42943408,8,0,0,Potri.016G097100
Potri.003G058500,96.42220115,8,0,0,Potri.003G058500
Potri.005G068700,96.35216621,8,0,0,Potri.005G068700
Potri.006G004000,96.30496537,8,0,0,Potri.006G004000
Potri.003G081600,96.25131233,8,0,0,Potri.003G081600
Potri.007G074014,96.24019493,8,0,0,Potri.007G074014
Potri.017G144121,96.19503371,8,0,0,Potri.017G144121
Potri.003G138000,96.13251923,8,0,0,Potri.003G138000
Potri.008G009400,96.10066064,8,0,0,Potri.008G009400
Potri.014G089400,96.09706152,8,0,0,Potri.014G089400
Potri.006G164632,96.09529419,8,0,0,Potri.006G164632
Potri.007G051500,96.05896709,8,0,0,Potri.007G051500
Potri.010G157800,96.02005873,8,0,0,Potri.010G157800
Potri.006G149800,96.00345939,8,0,0,Potri.006G149800
Potri.009G138200,95.93679947,8,0,0,Potri.009G138200
Potri.009G055200,95.91124343,8,0,0,Potri.009G055200
Potri.005G067300,95.90695319,8,0,0,Potri.005G067300
Potri.016G030900,95.85726696,8,0,0,Potri.016G030900
