,waldStat,df,pvalue,logFC1_2,FDR
Potri.009G050100,0.72397548,1,0.394842968,0.451741067,0.727014897
Potri.007G079900,0.723747734,1,0.394917329,0.29772709,0.727104479
Potri.016G045800,0.723580276,1,0.394972019,-0.926101001,0.727157833
Potri.017G071100,0.723397294,1,0.395031791,0.234565127,0.727220537
Potri.008G148200,0.722942367,1,0.395180452,-0.315162399,0.727304605
Potri.016G052200,0.722904696,1,0.395192766,0.664309789,0.727304605
Potri.016G077800,0.722782832,1,0.395232604,0.7694717,0.727304605
Potri.009G024100,0.722756522,1,0.395241206,0.397651548,0.727304605
Potri.001G043200,0.72269725,1,0.395260585,0.47419214,0.727304605
Potri.012G082400,0.72266311,1,0.395271748,-0.843807045,0.727304605
Potri.009G096800,0.722638016,1,0.395279953,-0.70341481,0.727304605
Potri.019G034300,0.722628127,1,0.395283187,-0.429117588,0.727304605
Potri.010G135100,0.722529313,1,0.3953155,0.83427922,0.727316743
Potri.001G148300,0.722438022,1,0.395345356,0.283872654,0.727324359
Potri.007G086600,0.722283135,1,0.395396019,0.351452404,0.727344378
Potri.004G232450,0.722247511,1,0.395407673,0.899321231,0.727344378
Potri.003G003300,0.722087345,1,0.395460074,-0.67928703,0.727382324
Potri.013G091400,0.722003759,1,0.395487425,0.571581426,0.727382324
Potri.002G082900,0.721948653,1,0.395505458,-0.957550674,0.727382324
Potri.001G184450,0.721532472,1,0.39564169,-1.279715425,0.727585557
Potri.014G015200,0.721233091,1,0.395739731,0.356278702,0.727710916
Potri.019G011300,0.721167185,1,0.395761318,0.26803566,0.727710916
Potri.002G083900,0.721068256,1,0.395793725,0.840638665,0.727718333
Potri.018G011500,0.720897051,1,0.395849818,1.032115308,0.727718333
Potri.004G080100,0.720852616,1,0.395864378,-0.45180036,0.727718333
Potri.001G104300,0.720840723,1,0.395868275,0.162767478,0.727718333
Potri.018G003400,0.720750837,1,0.395897731,-0.386048885,0.727725181
Potri.008G016300,0.720537312,1,0.395967718,0.269625156,0.727778953
Potri.003G192400,0.720416469,1,0.396007334,-1.258616591,0.727778953
Potri.001G209900,0.720296806,1,0.396046569,-1.497405391,0.727778953
Potri.T085401,0.720269411,1,0.396055552,12.83656394,0.727778953
Potri.002G205700,0.720269114,1,0.396055649,0.15972156,0.727778953
Potri.005G100400,0.720128813,1,0.396101659,0.689507117,0.727814269
Potri.001G163700,0.720053574,1,0.396126337,0.197062762,0.727814269
Potri.015G120700,0.719702349,1,0.396241561,-0.858332933,0.727978683
Potri.004G132700,0.719526288,1,0.396299339,1.331445476,0.727994706
Potri.002G139800,0.719393083,1,0.396343061,-0.759005099,0.727994706
Potri.004G213400,0.71936916,1,0.396350914,0.33573486,0.727994706
Potri.005G155300,0.719230465,1,0.396396447,-0.153457012,0.727994706
Potri.005G227000,0.719219271,1,0.396400122,0.173919533,0.727994706
Potri.004G091800,0.719162299,1,0.396418828,0.204238456,0.727994706
Potri.019G027440,0.719102665,1,0.396438409,3.346046567,0.727994706
Potri.008G151900,0.718929456,1,0.396495292,-1.128141014,0.727994706
Potri.005G198900,0.718905089,1,0.396503295,0.18616334,0.727994706
Potri.001G345200,0.718891712,1,0.396507689,-0.161048588,0.727994706
Potri.015G137350,0.718639049,1,0.396590689,222.5248128,0.728099829
Potri.005G249200,0.71837741,1,0.396676664,0.386028423,0.7282104
Potri.003G175900,0.718219035,1,0.39672872,0.277034576,0.728258692
Potri.005G177500,0.71763243,1,0.396921615,0.194481662,0.728561619
Potri.005G057750,0.717560536,1,0.396945265,-2.70203318,0.728561619
Potri.005G074200,0.717175448,1,0.397071979,-0.27012696,0.728729404
Potri.001G308600,0.717126125,1,0.397088213,-0.450488656,0.728729404
Potri.001G225300,0.716907938,1,0.397160038,0.401088755,0.728813924
Potri.009G085700,0.716824923,1,0.397187371,-1.664428457,0.728816793
Potri.015G038700,0.716691658,1,0.397231254,-0.277648322,0.728850028
Potri.006G233700,0.716593466,1,0.397263592,1.083123754,0.728855789
Potri.017G082900,0.716520924,1,0.397287486,0.609031745,0.728855789
Potri.018G035750,0.716447393,1,0.397311707,1.154449211,0.728855789
Potri.016G103600,0.716175739,1,0.397401208,-0.643596599,0.728972693
Potri.006G261900,0.715811541,1,0.397521246,1.038551999,0.729145591
Potri.014G131800,0.715553632,1,0.397606283,1.708564931,0.729192134
Potri.007G131200,0.715474371,1,0.397632422,-0.560695974,0.729192134
Potri.014G188082,0.715422745,1,0.397649449,0.81732813,0.729192134
Potri.009G121300,0.715421825,1,0.397649752,-0.328760841,0.729192134
Potri.007G035200,0.715297743,1,0.39769068,-0.290640911,0.729216058
Potri.006G231000,0.715225942,1,0.397714366,0.201555582,0.729216058
Potri.016G119400,0.714855763,1,0.397836514,-0.748968795,0.729310397
Potri.001G321800,0.714792286,1,0.397857465,-0.645453017,0.729310397
Potri.001G395100,0.714741014,1,0.397874389,0.51206251,0.729310397
Potri.001G201900,0.714622694,1,0.397913448,0.231971766,0.729310397
Potri.017G121500,0.714525856,1,0.397945419,-1.17401362,0.729310397
Potri.003G092600,0.714485134,1,0.397958865,0.733591509,0.729310397
Potri.011G121200,0.714451764,1,0.397969884,-1.313471936,0.729310397
Potri.006G194200,0.714445006,1,0.397972115,0.349358566,0.729310397
Potri.006G011600,0.714247087,1,0.398037477,0.202221188,0.729382917
Potri.001G340300,0.714063757,1,0.398098035,0.322806888,0.729446623
Potri.002G077500,0.713669145,1,0.398228429,1.088886826,0.729638276
Potri.017G131600,0.713531766,1,0.398273839,-0.739891571,0.729674205
Potri.010G166500,0.713382788,1,0.39832309,-0.114631415,0.729717168
Potri.003G074300,0.713108784,1,0.398413699,0.345201765,0.729740386
Potri.013G033000,0.713022185,1,0.398442342,-1.128589955,0.729740386
Potri.006G281500,0.712957428,1,0.398463762,-1.309795983,0.729740386
Potri.011G073091,0.712906244,1,0.398480694,2.35188732,0.729740386
Potri.011G094400,0.712893935,1,0.398484767,0.485045408,0.729740386
Potri.002G163200,0.712800181,1,0.398515784,-0.326442706,0.729740386
Potri.017G119500,0.71279838,1,0.39851638,0.357723849,0.729740386
Potri.012G054725,0.712696422,1,0.398550116,-0.723775066,0.729754913
Potri.008G109100,0.71177522,1,0.398855111,0.709899692,0.730177888
Potri.010G122800,0.711774911,1,0.398855214,-1.418947385,0.730177888
Potri.003G031200,0.711764766,1,0.398858574,0.337388304,0.730177888
Potri.012G017950,0.711600929,1,0.398912854,12.39624391,0.730186433
Potri.002G106800,0.711594821,1,0.398914878,-0.329740011,0.730186433
Potri.002G016800,0.71121257,1,0.399041562,-0.487866819,0.730371049
Potri.006G160950,0.711041864,1,0.399098155,-1.468867456,0.730427362
Potri.015G051800,0.710904509,1,0.3991437,-0.208136617,0.730463449
Potri.013G031100,0.71069406,1,0.399213497,-0.229210034,0.73054391
Potri.014G139400,0.710425652,1,0.399302542,0.444545442,0.730659582
Potri.010G253700,0.71019303,1,0.399379738,0.332187061,0.730730961
Potri.005G011800,0.710152395,1,0.399393225,0.681549324,0.730730961
Potri.005G117100,0.709836173,1,0.399498204,-0.510444788,0.730833648
Potri.006G193000,0.709827654,1,0.399501033,1.77983036,0.730833648
Potri.011G004000,0.709682148,1,0.399549351,-0.89341525,0.730842973
Potri.002G038200,0.709656671,1,0.399557812,-0.448106729,0.730842973
Potri.016G091300,0.709474269,1,0.399618397,-2.011957044,0.730906519
Potri.001G004366,0.70923587,1,0.399697601,3.805737325,0.73100411
Potri.003G121500,0.708887583,1,0.399813355,0.509970761,0.731138783
Potri.004G228200,0.708858747,1,0.399822941,-0.470585574,0.731138783
Potri.001G274900,0.708743893,1,0.399861125,0.208303491,0.73115005
Potri.017G007900,0.708657658,1,0.399889797,-0.906116559,0.73115005
Potri.008G108900,0.708590142,1,0.399912248,1.497480868,0.73115005
Potri.011G162500,0.708529211,1,0.399932511,-0.473949469,0.73115005
Potri.014G154000,0.708389459,1,0.399978991,-0.436969637,0.73118776
Potri.006G124966,0.707551329,1,0.400257912,-1.004409136,0.731650353
Potri.002G016700,0.707333119,1,0.400330576,-1.004620523,0.731712669
Potri.006G093700,0.707256491,1,0.400356098,0.268552433,0.731712669
Potri.012G096100,0.707215898,1,0.400369619,-0.425460089,0.731712669
Potri.001G071500,0.706421749,1,0.40063427,1.217844623,0.732117097
Potri.013G146900,0.706396521,1,0.400642681,0.272377453,0.732117097
Potri.005G112000,0.706105797,1,0.400739632,-1.337456318,0.732164119
Potri.019G030800,0.706102435,1,0.400740753,-0.532980867,0.732164119
Potri.004G205100,0.706086474,1,0.400746077,0.11226184,0.732164119
Potri.001G328800,0.705757204,1,0.400855926,-0.473874017,0.732317505
Potri.015G030400,0.705667486,1,0.400885865,0.205818212,0.732324895
Potri.009G094800,0.70478677,1,0.40117993,0.215650208,0.732793359
Potri.001G076300,0.704744265,1,0.401194129,-0.317012436,0.732793359
Potri.007G059401,0.704549958,1,0.401259053,-12.59778672,0.732864613
Potri.003G216000,0.704420918,1,0.401302177,0.897009517,0.732866508
Potri.013G026800,0.704391779,1,0.401311916,0.194502247,0.732866508
Potri.012G006700,0.703806129,1,0.401507727,0.2601544,0.733163319
Potri.010G237600,0.703750621,1,0.401526294,-23.73005237,0.733163319
Potri.003G171000,0.703571705,1,0.401586146,0.17192849,0.733225267
Potri.014G044850,0.703285431,1,0.401681939,0.583572673,0.733338027
Potri.016G120800,0.703127064,1,0.401734946,0.984697643,0.733338027
Potri.019G095833,0.703100536,1,0.401743826,0.737355905,0.733338027
Potri.018G110700,0.703077247,1,0.401751623,-0.214529566,0.733338027
Potri.004G218400,0.702892005,1,0.401813642,-0.122496717,0.733351811
Potri.019G070001,0.702829239,1,0.401834659,-3.153659691,0.733351811
Potri.001G141400,0.702822355,1,0.401836964,0.46522635,0.733351811
Potri.009G163900,0.702671648,1,0.401887435,0.815161989,0.733396596
Potri.003G089600,0.702007175,1,0.402110075,0.608049263,0.733648041
Potri.002G108900,0.701909335,1,0.402142873,6.241830253,0.733648041
Potri.002G109500,0.701894054,1,0.402147996,0.402438234,0.733648041
Potri.009G132500,0.701891395,1,0.402148887,0.483130458,0.733648041
Potri.006G249500,0.701872442,1,0.402155241,-1.752276243,0.733648041
Potri.014G027100,0.701732469,1,0.402202171,0.564885987,0.733648041
Potri.013G105000,0.701718647,1,0.402206806,0.658558619,0.733648041
Potri.012G114600,0.701266396,1,0.402358494,-0.734781433,0.73372261
Potri.001G043100,0.701246975,1,0.40236501,0.368819459,0.73372261
Potri.010G168300,0.701212897,1,0.402376443,-0.226681512,0.73372261
Potri.001G084700,0.701164754,1,0.402392597,0.122479101,0.73372261
Potri.001G217800,0.701115382,1,0.402409163,0.264712132,0.73372261
Potri.011G110900,0.701035021,1,0.402436131,-0.159697991,0.73372261
Potri.014G117300,0.701016075,1,0.402442489,-1.528607517,0.73372261
Potri.014G168900,0.700978106,1,0.402455231,-0.176307935,0.73372261
Potri.013G037500,0.70084317,1,0.402500522,0.853248749,0.73375788
Potri.016G102300,0.700589873,1,0.402585559,-1.463264567,0.733832586
Potri.010G232600,0.700566537,1,0.402593395,-0.677483979,0.733832586
Potri.017G106851,0.700344831,1,0.40266785,-12.12677796,0.733920999
Potri.009G041000,0.700073685,1,0.402758936,-0.771663706,0.734020389
Potri.002G051500,0.699985679,1,0.402788506,0.114913669,0.734020389
Potri.017G010900,0.699898442,1,0.402817821,4.255576177,0.734020389
Potri.001G399500,0.699873523,1,0.402826196,0.257936387,0.734020389
Potri.019G101100,0.699769931,1,0.402861012,-0.423761643,0.734036537
Potri.011G044300,0.699492794,1,0.402954175,-8.038762148,0.734076287
Potri.009G017400,0.699455805,1,0.402966612,0.186418376,0.734076287
Potri.018G071200,0.699433196,1,0.402974214,0.408934419,0.734076287
Potri.007G119600,0.699396213,1,0.40298665,-0.670750105,0.734076287
Potri.001G157200,0.699128694,1,0.40307662,-0.353081695,0.734192889
Potri.018G120200,0.699031035,1,0.403109472,0.429484125,0.734205441
Potri.017G055050,0.698535205,1,0.403276325,11.22091081,0.734376301
Potri.002G035700,0.698531297,1,0.40327764,-0.213350887,0.734376301
Potri.014G161700,0.698520781,1,0.40328118,-0.605405371,0.734376301
Potri.007G055900,0.698405263,1,0.403320068,0.229066334,0.734399831
Potri.012G000700,0.698294645,1,0.403357312,-0.273614969,0.734420363
Potri.002G213600,0.698193423,1,0.403391397,-0.242288507,0.734435141
Potri.010G247400,0.697683094,1,0.403563305,-1.556684698,0.734563836
Potri.007G093900,0.697648971,1,0.403574803,19.33764996,0.734563836
Potri.015G137600,0.697604653,1,0.403589738,-0.311812163,0.734563836
Potri.005G190000,0.697601917,1,0.40359066,0.241559575,0.734563836
Potri.012G130600,0.697598098,1,0.403591947,-0.372756314,0.734563836
Potri.005G007400,0.697461205,1,0.403638083,-0.217153454,0.734600532
Potri.014G080900,0.697374181,1,0.403667417,-0.750295626,0.734606645
Potri.001G331900,0.696768059,1,0.403871809,0.545034002,0.734931315
Potri.014G119600,0.696440531,1,0.403982318,0.207737357,0.735085114
Potri.001G121700,0.696201423,1,0.404063023,0.444683973,0.735169081
Potri.008G224701,0.696149789,1,0.404080453,-0.173983259,0.735169081
Potri.011G163700,0.696058018,1,0.404111436,-0.748258011,0.735178157
Potri.012G089400,0.695889162,1,0.404168453,0.284051263,0.735191364
Potri.019G132601,0.695799372,1,0.404198776,-0.480356268,0.735191364
Potri.001G156200,0.695757106,1,0.404213051,1.318005514,0.735191364
Potri.001G237700,0.695714903,1,0.404227306,-0.668799785,0.735191364
Potri.002G231700,0.695604933,1,0.404264453,0.254625098,0.735191364
Potri.016G024900,0.695415952,1,0.404328301,0.567179152,0.735191364
Potri.012G046300,0.69539468,1,0.404335489,0.215393239,0.735191364
Potri.005G074000,0.695253243,1,0.404383285,-0.695194636,0.735191364
Potri.019G014000,0.695237634,1,0.40438856,0.217855722,0.735191364
Potri.008G118800,0.695156206,1,0.404416082,0.972723604,0.735191364
Potri.008G063800,0.69513066,1,0.404424716,-0.224696931,0.735191364
Potri.009G165700,0.695068478,1,0.404445735,0.279834259,0.735191364
Potri.008G084901,0.695036247,1,0.404456631,-10.25024662,0.735191364
Potri.003G111400,0.694663512,1,0.404582663,0.122854315,0.735373192
Potri.001G289500,0.694526281,1,0.404629079,-0.416687862,0.735380613
Potri.004G141700,0.694478657,1,0.404645188,-0.142776533,0.735380613
Potri.010G243900,0.694420829,1,0.404664751,0.442986078,0.735380613
Potri.018G121500,0.694037897,1,0.404794329,0.421474874,0.735568826
Potri.001G114900,0.693408393,1,0.405007474,0.509043752,0.735908858
Potri.006G263700,0.693223994,1,0.405069941,0.277371362,0.735975079
Potri.004G044000,0.692978572,1,0.405153102,-0.504529166,0.736078887
Potri.001G442800,0.692693975,1,0.405249569,-0.474031963,0.736206854
Potri.003G088700,0.692420451,1,0.405342314,0.347448645,0.736213198
Potri.009G168400,0.692419204,1,0.405342737,0.669947359,0.736213198
Potri.019G123700,0.692378556,1,0.405356522,-9.007399905,0.736213198
Potri.009G089800,0.6923766,1,0.405357185,-0.65351021,0.736213198
Potri.009G119132,0.69223813,1,0.405404152,0.80356085,0.736251218
Potri.002G075500,0.692112821,1,0.40544666,0.194207869,0.736281138
Potri.002G054900,0.691697013,1,0.405587763,-1.225014941,0.736453997
Potri.005G249400,0.691654448,1,0.405602211,-1.405911444,0.736453997
Potri.006G247100,0.69151823,1,0.405648454,0.306733567,0.736453997
Potri.004G011801,0.691513058,1,0.40565021,0.347136168,0.736453997
Potri.018G029400,0.691448742,1,0.405672047,-0.361041466,0.736453997
Potri.006G220201,0.691246293,1,0.405740793,0.359396406,0.7365117
Potri.014G179300,0.691201768,1,0.405755915,-0.192521421,0.7365117
Potri.005G151500,0.690911625,1,0.405854476,-0.209068455,0.736643326
Potri.004G137100,0.690678736,1,0.405933613,-0.207443033,0.736713616
Potri.008G175200,0.690644348,1,0.4059453,0.221228092,0.736713616
Potri.003G067000,0.690274538,1,0.406071016,0.181241236,0.736853752
Potri.002G250000,0.690234006,1,0.406084798,3.499204213,0.736853752
Potri.014G114500,0.690187301,1,0.40610068,1.187699095,0.736853752
Potri.005G036700,0.690007035,1,0.406161988,-0.237359009,0.736917715
Potri.016G074500,0.689540903,1,0.40632058,-0.805317842,0.737158166
Potri.010G123102,0.689307698,1,0.406399958,-0.382654994,0.737197687
Potri.001G041800,0.689302447,1,0.406401746,-0.317305578,0.737197687
Potri.001G238500,0.689247176,1,0.406420562,-0.295711606,0.737197687
Potri.010G239900,0.689070894,1,0.406480584,0.259156432,0.737259275
Potri.009G075800,0.688570903,1,0.406650895,0.146493505,0.737520881
Potri.001G295266,0.688010008,1,0.406842077,0.48978684,0.737779642
Potri.015G101500,0.687999256,1,0.406845743,-1.433191024,0.737779642
Potri.015G074300,0.687724343,1,0.406939496,-12.08725334,0.737796106
Potri.016G120600,0.687696029,1,0.406949154,0.951967113,0.737796106
Potri.005G069300,0.687621107,1,0.406974711,-0.64459641,0.737796106
Potri.009G165600,0.687602143,1,0.40698118,0.23076581,0.737796106
Potri.008G068700,0.687590191,1,0.406985257,1.702737968,0.737796106
Potri.019G108900,0.68728065,1,0.407090875,0.225362819,0.737940273
Potri.010G199600,0.686858734,1,0.407234901,0.184598348,0.73815404
Potri.001G169600,0.686722134,1,0.407281547,-1.009112132,0.738191279
Potri.015G079800,0.686643478,1,0.40730841,0.115973519,0.738192659
Potri.017G091600,0.686527602,1,0.407347989,-0.886442618,0.738217085
Potri.012G060000,0.68632346,1,0.407417731,-0.452945552,0.738256019
Potri.017G125400,0.686311902,1,0.40742168,0.312740348,0.738256019
Potri.010G145766,0.685946643,1,0.407546509,-1.460168634,0.738434901
Potri.018G042100,0.685400742,1,0.407733178,-1.091041897,0.738725801
Potri.001G399000,0.685266427,1,0.407779126,0.185868534,0.73873102
Potri.012G075600,0.685239615,1,0.407788299,0.253879746,0.73873102
Potri.017G144001,0.685039235,1,0.407856864,-0.591624125,0.738807905
Potri.008G059800,0.684690707,1,0.40797616,0.587911829,0.738889852
Potri.013G150400,0.684670555,1,0.40798306,0.366937526,0.738889852
Potri.001G110300,0.684647477,1,0.407990961,-0.999995912,0.738889852
Potri.005G161800,0.684538071,1,0.408028422,0.170077673,0.738889852
Potri.004G184650,0.684433885,1,0.4080641,-1.943291562,0.738889852
Potri.011G071000,0.684433869,1,0.408064106,-0.670527216,0.738889852
Potri.004G152400,0.684263986,1,0.408122291,0.308021919,0.738889852
Potri.006G051200,0.684175684,1,0.40815254,-0.809973406,0.738889852
Potri.008G126300,0.684174906,1,0.408152807,-3.658642873,0.738889852
Potri.016G135100,0.6841441,1,0.40816336,0.199457098,0.738889852
Potri.005G166300,0.683890494,1,0.408250257,1.626035358,0.738999857
Potri.001G258500,0.683766943,1,0.408292601,0.64225964,0.739029206
Potri.002G116900,0.683615097,1,0.408344651,-1.542193213,0.739076118
Potri.011G082500,0.683280015,1,0.408459546,-0.147143105,0.739214724
Potri.010G104000,0.683239309,1,0.408473507,-0.674187162,0.739214724
